,Number of Rooms,Distance,Number of Bedroom,Bathroom,YearBuilt,"Price in $1,000,000"
27675,3,20.6,3.0,2.0,2008.0,0.468
27676,4,20.6,4.0,2.0,2010.0,0.616
27677,4,20.6,4.0,2.0,2011.0,0.583
27678,4,20.6,4.0,2.0,2015.0,0.58
27681,3,20.6,3.0,2.0,2015.0,0.47
27685,3,20.6,3.0,1.0,1970.0,0.615
27688,5,23.0,5.0,2.0,1950.0,0.965
27698,3,14.0,3.0,1.0,1970.0,0.446
27699,3,14.0,3.0,1.0,1960.0,0.475
27700,3,14.0,3.0,1.0,1965.0,0.5055
27702,3,24.7,3.0,2.0,1950.0,0.687
27705,3,7.9,3.0,2.0,1920.0,2.25
27706,3,14.8,3.0,1.0,1950.0,0.68
27709,3,21.8,3.0,2.0,1985.0,0.827
27710,5,22.2,5.0,2.0,1970.0,1.05
27717,3,14.3,3.0,1.0,1970.0,1.325
27718,3,14.3,3.0,2.0,1995.0,0.905
27721,5,16.1,5.0,2.0,1994.0,1.44
27724,4,25.9,4.0,2.0,2011.0,0.57
27725,3,28.8,3.0,1.0,1970.0,0.6
27742,3,7.5,3.0,2.0,1990.0,0.88
27743,3,7.5,3.0,1.0,1950.0,1.11
27744,5,7.5,5.0,3.0,1910.0,1.56
27754,3,8.2,3.0,2.0,1940.0,0.82
27759,3,13.1,3.0,1.0,1960.0,0.645
27762,3,13.1,3.0,1.0,2008.0,0.542
27763,3,24.8,3.0,2.0,1956.0,0.725
27764,4,24.8,4.0,2.0,1991.0,0.94
27768,3,2.1,3.0,2.0,1880.0,1.305
27774,2,3.6,2.0,1.0,1890.0,1.45
27776,2,3.4,2.0,1.0,1890.0,1.175
27778,4,5.1,4.0,1.0,1900.0,1.42
27779,3,5.1,3.0,1.0,1940.0,0.89
27781,4,15.4,4.0,2.0,1970.0,1.015
27789,4,36.9,4.0,2.0,1960.0,0.595
27791,3,38.0,3.0,2.0,2000.0,0.686
27795,3,12.9,3.0,1.0,1980.0,0.65
27796,3,12.9,3.0,1.0,1985.0,0.651
27800,3,7.3,3.0,2.0,1970.0,1.845
27807,5,7.3,5.0,3.0,2000.0,2.3
27808,4,7.3,4.0,2.0,1980.0,2.001
27809,5,16.7,5.0,3.0,1995.0,1.67
27819,5,16.7,5.0,3.0,2004.0,2.202
27835,3,16.1,3.0,2.0,2011.0,0.75
27841,3,20.4,3.0,2.0,1990.0,0.715
27843,5,20.4,5.0,2.0,1990.0,1.02
27866,5,21.3,5.0,3.0,1965.0,0.82
27872,3,8.8,3.0,1.0,1950.0,0.705
27875,4,8.8,4.0,2.0,1950.0,0.645
27881,5,18.0,5.0,3.0,1998.0,0.68
27885,4,18.4,4.0,2.0,1987.0,0.693
27888,4,18.4,4.0,1.0,1985.0,0.595
27889,3,7.8,3.0,1.0,1940.0,1.611
27894,5,7.8,5.0,2.0,1930.0,1.94
27898,4,14.0,3.0,2.0,1980.0,0.625
27901,4,11.7,4.0,2.0,1970.0,0.855
27904,3,3.4,3.0,2.0,2012.0,1.17
27905,4,3.4,4.0,2.0,2000.0,0.939
27910,3,5.4,3.0,2.0,1925.0,1.625
27913,2,5.4,2.0,1.0,1890.0,0.68
27914,4,7.3,4.0,1.0,1920.0,1.88
27922,5,16.3,5.0,1.0,1980.0,0.591
27940,3,8.4,3.0,2.0,1935.0,1.735
27944,5,4.3,5.0,2.0,2010.0,1.725
27945,5,4.3,5.0,3.0,2014.0,1.7
27947,3,4.3,3.0,2.0,2001.0,0.8
27948,3,4.3,3.0,2.0,2006.0,1.0
27950,3,11.4,3.0,1.0,1940.0,1.6
27956,4,20.0,4.0,3.0,1960.0,1.46
28620,3,7.2,3.0,2.0,1900.0,2.14
28625,4,18.0,4.0,2.0,1982.0,0.985
28627,5,18.0,5.0,2.0,1980.0,0.955
28628,5,18.0,5.0,4.0,1950.0,1.5
28629,4,18.0,4.0,2.0,1980.0,0.93
28634,4,28.5,4.0,2.0,1994.0,0.91
28637,3,19.6,3.0,2.0,2014.0,0.4802
28638,3,19.6,3.0,2.0,1980.0,0.61
28640,3,19.6,3.0,2.0,1979.0,0.606
28642,4,7.5,4.0,4.0,1970.0,1.731
28653,4,29.8,4.0,2.0,2016.0,0.7
28654,3,13.1,3.0,1.0,1960.0,0.6
28656,4,13.1,4.0,2.0,1960.0,0.642
28659,3,24.8,3.0,2.0,2009.0,0.69
28662,4,3.4,4.0,2.0,1910.0,1.52
28671,3,5.1,3.0,1.0,1910.0,0.935
28672,4,5.1,4.0,2.0,1970.0,1.56
28674,2,5.1,2.0,1.0,1920.0,1.005
28689,3,36.9,3.0,1.0,1978.0,0.485
28690,3,38.0,3.0,2.0,1965.0,1.0
28694,4,45.9,4.0,2.0,1990.0,1.35
28709,5,16.7,5.0,2.0,1980.0,1.863
28719,3,11.2,3.0,1.0,1960.0,0.75
28721,3,11.2,3.0,1.0,1950.0,0.72
28728,5,11.2,5.0,2.0,1960.0,0.939
28733,3,16.1,3.0,2.0,1950.0,0.86
28734,3,16.1,3.0,2.0,1955.0,0.96
28738,3,16.1,3.0,2.0,1970.0,0.905
28740,5,20.4,5.0,3.0,2009.0,0.741
28765,3,21.3,3.0,2.0,1979.0,0.774
28767,4,21.3,4.0,2.0,1950.0,1.29
28773,3,8.9,3.0,1.0,1950.0,1.01
28780,3,8.8,3.0,1.0,1956.0,0.8
28781,4,16.0,4.0,2.0,1950.0,1.57
28789,3,18.4,3.0,1.0,1990.0,0.441
28795,3,14.0,3.0,1.0,1980.0,0.6325
28796,3,15.5,3.0,2.0,1981.0,0.731
28797,3,15.5,3.0,2.0,1995.0,0.671
28803,3,3.4,3.0,2.0,1890.0,1.55
28810,4,5.4,4.0,1.0,1880.0,2.015
28812,3,5.4,3.0,2.0,1915.0,1.9
28817,3,14.0,3.0,1.0,1990.0,0.48
28820,3,31.7,3.0,1.0,1990.0,0.355
28852,3,4.3,3.0,2.0,2004.0,0.845
28857,3,17.4,3.0,1.0,1985.0,0.545
28867,3,31.7,3.0,1.0,1970.0,0.385
28868,4,29.8,4.0,2.0,1990.0,0.451
28869,2,29.8,2.0,1.0,1970.0,0.386
28870,3,29.8,3.0,1.0,1975.0,0.425
28878,2,20.0,2.0,2.0,1950.0,0.78
28880,4,25.9,4.0,2.0,2015.0,0.705
28882,4,17.9,4.0,2.0,1980.0,0.64
28883,3,17.9,3.0,1.0,1980.0,0.665
28884,3,17.9,3.0,2.0,1980.0,0.66
28887,4,17.9,4.0,2.0,1980.0,0.8
28891,3,17.2,3.0,1.0,1950.0,0.985
28898,3,6.2,3.0,1.0,1910.0,0.902
28902,4,6.2,4.0,2.0,1930.0,1.78
28903,3,14.3,3.0,2.0,1950.0,1.41
28905,3,26.5,3.0,2.0,2011.0,0.735
28918,4,14.2,4.0,2.0,1970.0,0.98
28924,3,18.8,3.0,2.0,1970.0,0.96
28947,3,5.3,3.0,2.0,1910.0,1.5
28953,3,5.3,3.0,2.0,1920.0,1.9
28954,2,5.3,2.0,1.0,1925.0,1.295
28956,3,5.3,3.0,2.0,1900.0,0.989
28961,3,16.7,3.0,2.0,2003.0,0.925
28962,5,15.4,5.0,3.0,1960.0,1.7
28966,4,12.3,4.0,3.0,1927.0,1.16
28968,3,15.5,3.0,2.0,2012.0,1.05
28972,3,47.3,3.0,2.0,2002.0,0.5025
28978,3,8.5,3.0,2.0,1950.0,0.75
28984,4,14.7,4.0,2.0,2007.0,0.665
28985,4,14.7,4.0,3.0,2010.0,0.682
28993,3,3.5,3.0,2.0,1890.0,1.4
29010,4,8.4,4.0,2.0,1930.0,1.585
29013,3,12.0,3.0,2.0,1965.0,0.665
29022,3,12.0,3.0,1.0,1960.0,0.78
29023,3,12.0,3.0,1.0,1950.0,0.65
29026,3,12.0,3.0,1.0,1970.0,0.77
29029,3,2.4,3.0,1.0,1880.0,0.951
29037,3,19.9,3.0,1.0,1978.0,0.808
29042,4,19.9,4.0,2.0,1974.0,1.05
29043,2,19.9,2.0,1.0,1955.0,1.204
29047,4,8.9,4.0,3.0,1955.0,1.53
29052,4,20.6,4.0,2.0,2000.0,0.64
29057,3,20.6,3.0,2.0,1993.0,0.591
29060,4,5.1,4.0,2.0,1930.0,1.22
29063,2,1.9,2.0,1.0,1890.0,1.15
29065,4,20.5,4.0,2.0,2008.0,0.63
29066,4,20.5,4.0,2.0,2004.0,0.635
29067,5,20.5,5.0,3.0,2009.0,0.81
29069,4,20.5,4.0,3.0,2009.0,0.652
29070,2,2.7,2.0,1.0,1890.0,1.16
29075,3,2.7,3.0,2.0,2008.0,2.261
29076,2,2.7,2.0,1.0,1880.0,1.6
29086,3,14.0,3.0,2.0,1992.0,0.84
29090,3,14.0,3.0,1.0,1980.0,0.622
29103,3,31.7,3.0,2.0,1986.0,0.468
29112,2,10.5,2.0,1.0,1958.0,0.73
29114,3,10.5,3.0,1.0,1961.0,0.9275
29115,4,10.5,4.0,1.0,1950.0,0.9458
29121,4,10.5,4.0,2.0,2006.0,0.58
29129,3,18.0,3.0,2.0,2000.0,0.67
29131,4,18.0,4.0,2.0,2008.0,0.72
29136,4,15.5,4.0,2.0,2012.0,1.5
29138,3,12.4,3.0,1.0,1960.0,1.3
29140,4,12.4,4.0,2.0,1965.0,1.699
29148,4,15.3,4.0,2.0,2004.0,0.841
29153,3,7.0,3.0,2.0,2010.0,0.915
29163,3,18.4,3.0,2.0,2002.0,0.567
29165,3,12.9,3.0,1.0,1975.0,0.651
29167,4,12.9,4.0,3.0,1960.0,0.756
29172,3,8.9,3.0,1.0,1980.0,0.96
29174,4,14.7,4.0,3.0,1975.0,1.085
29175,3,14.7,3.0,1.0,1960.0,1.261
29176,5,14.7,5.0,2.0,2005.0,1.205
29178,3,14.5,3.0,1.0,1950.0,0.756
29183,3,14.7,3.0,1.0,1960.0,0.931
29185,3,14.7,3.0,1.0,1980.0,0.43
29191,4,6.4,4.0,2.0,1930.0,1.378
29194,4,16.7,4.0,1.0,1980.0,1.01
29198,3,6.8,3.0,2.0,1990.0,1.375
29205,3,25.5,3.0,2.0,2014.0,0.53
29212,4,6.3,4.0,2.0,1950.0,1.343
29213,3,6.3,3.0,1.0,1935.0,0.9
29216,2,6.3,2.0,1.0,2001.0,0.807
29219,3,10.4,3.0,1.0,1960.0,0.97
29220,4,10.4,4.0,2.0,2015.0,0.79
29224,3,3.0,3.0,1.0,1890.0,1.95
29229,3,11.0,3.0,1.0,1960.0,0.85
29230,3,15.5,3.0,2.0,1990.0,0.718
29243,3,21.5,3.0,1.0,1970.0,1.0
29244,3,21.5,3.0,1.0,1980.0,0.83
29246,3,9.5,3.0,1.0,1970.0,0.7275
29261,4,9.7,4.0,2.0,1970.0,1.96
29263,3,23.2,3.0,3.0,1980.0,0.91
29264,3,23.2,3.0,2.0,1975.0,0.862
29265,5,23.2,5.0,3.0,1980.0,0.822
29268,3,23.2,3.0,1.0,1990.0,0.72
29269,3,8.8,3.0,1.0,1960.0,0.81
29271,5,11.4,5.0,2.0,1960.0,1.74
29278,4,13.8,4.0,3.0,2017.0,1.3205
29283,4,13.8,4.0,2.0,1950.0,1.42
29284,3,13.8,3.0,1.0,1950.0,1.182
29287,5,35.2,5.0,3.0,1971.0,0.96
29290,5,13.4,5.0,5.0,2016.0,2.25
29291,5,13.4,5.0,4.0,1970.0,1.57
29297,3,25.0,3.0,1.0,1969.0,0.629
29303,3,16.1,3.0,2.0,1977.0,0.825
29307,3,10.5,3.0,2.0,1953.0,1.9
29312,2,10.3,2.0,1.0,1930.0,1.262
29322,2,5.2,2.0,1.0,1900.0,1.011
29326,3,5.2,3.0,1.0,1920.0,1.15
29327,2,5.2,2.0,1.0,1890.0,0.97
29329,2,5.2,2.0,1.0,1910.0,0.97
29330,4,5.2,4.0,3.0,2014.0,1.665
29339,5,12.1,5.0,3.0,2013.0,1.47
29340,4,12.1,4.0,2.0,2010.0,1.225
29341,4,12.1,4.0,2.0,1978.0,0.87
29355,4,3.5,4.0,1.0,1890.0,1.391
29363,4,8.7,4.0,2.0,1970.0,1.3
29364,4,8.7,4.0,3.0,2012.0,1.675
29368,3,17.9,3.0,1.0,1965.0,0.8
29371,2,17.9,2.0,1.0,2002.0,0.955
29372,3,17.9,3.0,1.0,1960.0,0.888
29381,3,3.6,3.0,1.0,1890.0,1.3
29382,4,6.7,4.0,2.0,1920.0,1.09
29390,4,6.7,4.0,2.0,1970.0,0.965
29392,2,6.7,2.0,1.0,1950.0,0.73
29394,3,6.7,3.0,1.0,1950.0,0.95
29395,3,6.7,3.0,1.0,1955.0,0.8
29396,2,2.0,2.0,1.0,1982.0,1.0795
29397,3,20.6,3.0,2.0,1980.0,0.55
29400,3,20.6,3.0,2.0,2009.0,0.47925
29401,2,20.6,2.0,1.0,2015.0,0.38
29402,4,20.6,4.0,2.0,2012.0,0.63
29411,3,2.4,3.0,1.0,1880.0,1.245
29416,3,23.0,3.0,2.0,1970.0,0.72
29418,5,23.0,5.0,3.0,1980.0,0.997
29419,3,23.0,3.0,1.0,2000.0,0.6552
29430,4,18.0,4.0,2.0,1989.0,0.6
29431,4,14.7,4.0,2.0,2010.0,0.561
29432,4,14.7,4.0,2.0,2008.0,0.912
29433,3,21.8,3.0,1.0,1980.0,0.588
29434,3,21.8,3.0,1.0,1970.0,0.7
29436,4,22.2,4.0,2.0,1980.0,0.839
29437,3,22.2,3.0,1.0,1975.0,0.952
29441,4,14.3,4.0,2.0,1980.0,1.198
29447,4,25.9,4.0,2.0,2011.0,0.74
29450,3,25.9,3.0,2.0,2012.0,0.558
29463,3,28.5,3.0,1.0,1986.0,0.656
29464,4,19.6,4.0,2.0,1995.0,0.735
29465,2,19.6,2.0,1.0,1995.0,0.432
29466,4,19.6,4.0,2.0,2000.0,0.611
29470,3,19.6,3.0,2.0,1995.0,0.57155
29476,5,7.5,5.0,3.0,1930.0,2.2
29482,3,13.1,3.0,1.0,1960.0,0.7675
29485,3,13.1,3.0,2.0,1960.0,0.482
29486,3,13.1,3.0,1.0,1965.0,0.783
29503,5,38.0,5.0,3.0,1960.0,0.84
29505,3,38.0,3.0,2.0,1981.0,0.538
29507,4,38.0,4.0,1.0,1972.0,0.56
29509,3,38.0,3.0,1.0,1990.0,0.636
29510,3,38.0,3.0,2.0,1986.0,0.6725
29511,2,38.0,2.0,1.0,1970.0,0.574
29515,4,38.0,4.0,3.0,1950.0,1.15
29516,3,38.0,3.0,2.0,2013.0,1.2
29521,3,12.9,3.0,2.0,1980.0,0.62
29523,3,12.9,3.0,3.0,1985.0,0.73
29526,6,7.3,6.0,3.0,1960.0,2.245
29534,2,11.2,2.0,1.0,2010.0,0.53
29544,3,12.9,3.0,2.0,2014.0,0.79
29545,3,12.9,3.0,2.0,2006.0,0.7
29546,4,12.9,4.0,2.0,2002.0,1.26
29548,3,16.1,3.0,1.0,1990.0,0.759
29556,4,20.4,4.0,2.0,1992.0,0.75
29557,3,20.4,3.0,2.0,2006.0,0.671
29558,6,20.4,6.0,2.0,1983.0,1.515
29559,3,20.4,3.0,2.0,2015.0,0.66
29560,4,20.4,4.0,2.0,1988.0,0.69
29561,4,20.4,4.0,3.0,2017.0,0.679
29564,3,11.2,3.0,2.0,1970.0,0.7725
29570,4,13.8,4.0,1.0,1950.0,1.33
29580,3,21.3,3.0,1.0,1960.0,1.051
29581,2,8.8,2.0,1.0,1950.0,0.7825
29584,2,8.8,2.0,1.0,1950.0,0.64
29586,2,8.8,2.0,1.0,1950.0,0.687
29587,3,16.0,3.0,2.0,1960.0,1.43
29590,4,18.0,4.0,2.0,2000.0,0.666
29593,5,18.0,5.0,2.0,1999.0,0.7
29595,4,18.0,4.0,2.0,1999.0,1.405
29598,3,18.4,3.0,1.0,1990.0,0.505
29600,3,18.4,3.0,2.0,2002.0,0.525
29601,3,18.4,3.0,2.0,2000.0,0.58
29604,4,7.8,4.0,2.0,1950.0,1.095
29608,3,7.8,3.0,2.0,1955.0,1.15
29611,3,14.0,3.0,1.0,1960.0,0.455
29613,3,15.5,3.0,2.0,1990.0,0.67
29615,4,15.5,4.0,2.0,1979.0,0.685
29618,4,11.7,4.0,2.0,1975.0,0.975
29622,5,10.4,5.0,2.0,1970.0,0.55
29626,3,5.4,3.0,3.0,1950.0,1.76
29629,5,7.3,5.0,2.0,1950.0,2.3
29634,3,25.2,3.0,1.0,1970.0,0.77
29637,2,26.0,2.0,1.0,1950.0,0.83
29638,4,14.0,4.0,2.0,1976.0,0.665
29642,3,6.4,3.0,1.0,1910.0,1.21
29643,3,6.4,3.0,2.0,1869.0,1.25
29644,4,31.7,4.0,2.0,2008.0,0.439
29645,3,31.7,3.0,2.0,1975.0,0.381
29649,3,16.3,3.0,2.0,2011.0,0.7
29653,3,41.0,3.0,2.0,2012.0,0.51
29661,3,6.4,3.0,2.0,1960.0,0.895
29663,3,6.4,3.0,1.0,1960.0,0.825
29670,2,4.3,2.0,2.0,1950.0,1.25
29673,3,4.3,3.0,2.0,2002.0,0.625
29675,4,11.4,4.0,2.0,1930.0,1.82
29686,3,29.8,3.0,1.0,1970.0,0.361
29687,3,31.7,3.0,2.0,1980.0,0.518
29688,3,31.7,3.0,2.0,1980.0,0.4
29690,3,20.0,3.0,2.0,2012.0,0.92
29692,4,25.9,4.0,3.0,1980.0,0.598
29694,4,25.9,4.0,2.0,2007.0,0.9
29695,3,25.9,3.0,2.0,2010.0,0.4825
29696,3,25.9,3.0,2.0,2012.0,0.5725
29697,3,25.9,3.0,2.0,2015.0,0.580058
29700,3,25.9,3.0,2.0,2007.0,0.595
29701,5,20.6,5.0,3.0,2007.0,1.5
29748,3,18.8,3.0,1.0,1970.0,0.825
29752,3,10.1,3.0,1.0,1950.0,1.59
29759,4,10.4,4.0,3.0,2013.0,1.05
29763,3,5.3,3.0,1.0,1925.0,1.585
29764,4,5.3,4.0,1.0,1920.0,1.65
29767,2,5.3,2.0,1.0,1925.0,1.315
29770,2,5.3,2.0,1.0,1910.0,1.1
29776,4,15.5,4.0,2.0,1960.0,1.0
29786,3,8.5,3.0,2.0,2017.0,0.826
29789,4,8.5,4.0,2.0,2014.0,1.015
29792,4,14.7,4.0,2.0,2004.0,0.65
29795,4,14.7,4.0,2.0,2010.0,0.69
29807,2,4.6,2.0,1.0,1890.0,1.312
29810,2,8.4,2.0,1.0,2017.0,0.723
29817,5,8.4,5.0,2.0,1930.0,1.455
29821,3,12.0,3.0,1.0,1985.0,0.6
29823,3,12.0,3.0,2.0,1950.0,0.9
29828,4,12.0,4.0,1.0,1960.0,0.845
29829,3,12.0,3.0,2.0,2014.0,0.81
29830,3,12.0,3.0,1.0,1970.0,0.92
29835,3,12.0,3.0,1.0,1950.0,0.775
29837,3,12.0,3.0,2.0,2011.0,0.669
29838,4,12.0,4.0,2.0,1990.0,0.89
29844,3,2.4,3.0,2.0,1900.0,1.7
29851,4,19.9,4.0,2.0,1950.0,1.246
29854,2,7.2,2.0,1.0,1910.0,1.38
29858,5,23.5,5.0,2.0,1980.0,0.956
29861,4,20.6,4.0,2.0,2003.0,0.63
29867,3,35.4,3.0,1.0,1980.0,0.635
29868,3,11.0,3.0,2.0,1960.0,1.41
29872,3,20.5,3.0,2.0,2009.0,0.5
29874,3,20.5,3.0,2.0,1995.0,0.616
29875,4,20.5,4.0,2.0,2009.0,0.697
29886,4,6.2,4.0,3.0,1950.0,1.06
29887,3,14.0,3.0,1.0,2013.0,0.505
29893,3,5.0,3.0,1.0,1900.0,1.31
29900,4,31.7,4.0,2.0,1990.0,0.45
29901,3,31.7,3.0,2.0,2005.0,0.5165
29902,4,31.7,4.0,2.0,2010.0,0.58
29904,4,31.7,4.0,2.0,1975.0,0.59
29906,4,10.5,4.0,2.0,1940.0,1.1555
29912,4,10.5,4.0,1.0,1960.0,0.753
29915,4,10.5,4.0,2.0,1995.0,0.56
29919,2,18.0,2.0,1.0,2017.0,0.395
29922,3,18.0,3.0,2.0,1990.0,0.601
29927,4,18.0,4.0,2.0,2010.0,0.83
29928,4,18.0,4.0,2.0,2003.0,0.66
29929,4,15.5,4.0,2.0,1989.0,0.72
29932,3,12.4,3.0,2.0,2001.0,0.9
29933,5,12.4,5.0,2.0,1960.0,1.33
29935,3,15.3,3.0,1.0,1970.0,0.86
29938,3,15.3,3.0,1.0,1968.0,0.925
29944,3,7.0,3.0,2.0,2009.0,0.9505
29952,4,12.9,4.0,2.0,1980.0,0.78
29955,4,8.9,4.0,2.0,1980.0,1.14
29957,5,44.2,5.0,3.0,2005.0,0.6
29958,3,44.2,3.0,1.0,1975.0,0.39
29960,4,14.7,4.0,2.0,1965.0,0.975
29961,4,14.7,4.0,3.0,1990.0,1.188888
29962,5,14.7,5.0,2.0,1997.0,1.5
29963,5,14.7,5.0,2.0,1984.0,1.075
29968,3,14.5,3.0,1.0,1970.0,0.7
29969,4,23.6,4.0,2.0,2012.0,0.835
29970,4,14.7,4.0,3.0,2005.0,0.691
29972,3,14.7,3.0,2.0,1995.0,0.42
29974,4,14.7,4.0,2.0,2000.0,0.552
29976,3,14.7,3.0,1.0,1992.0,0.501
29981,3,16.7,3.0,2.0,1994.0,1.1
29982,4,17.6,4.0,2.0,2013.0,0.785
29983,2,6.8,2.0,1.0,1935.0,1.115
29985,3,6.8,3.0,1.0,1900.0,0.87
29989,3,25.5,3.0,2.0,2013.0,0.64
29993,3,27.2,3.0,1.0,2012.0,0.4
29995,3,27.2,3.0,1.0,1995.0,0.416
29999,2,6.3,2.0,1.0,1900.0,0.87
30007,2,3.0,2.0,1.0,1890.0,0.97
30013,3,10.4,3.0,2.0,2012.0,0.776
30014,4,10.4,4.0,2.0,1960.0,1.22
30022,4,9.4,4.0,3.0,2012.0,0.9
30024,3,9.4,3.0,2.0,1970.0,0.835
30025,3,9.4,3.0,1.0,1960.0,0.86
30026,3,9.4,3.0,2.0,2013.0,0.855
30030,2,12.8,2.0,1.0,2000.0,0.475
30031,4,12.8,4.0,2.0,1970.0,0.74
30037,4,4.3,4.0,3.0,1950.0,1.8
30038,4,4.3,4.0,1.0,1890.0,1.4
30042,4,10.2,4.0,2.0,1950.0,2.35
30043,4,10.2,4.0,2.0,1950.0,1.36
30048,3,21.5,3.0,2.0,1960.0,1.07
30051,4,21.5,4.0,2.0,1990.0,0.8675
30052,4,16.5,4.0,2.0,2004.0,0.82
30053,4,16.5,4.0,2.0,2000.0,0.915
30054,4,9.5,4.0,2.0,2000.0,0.97
30055,3,9.5,3.0,2.0,1960.0,0.97
30060,2,6.4,2.0,1.0,1890.0,1.17
30064,4,7.9,4.0,2.0,1940.0,2.035
30076,3,9.7,3.0,2.0,2004.0,2.1
30081,4,17.3,4.0,2.0,1960.0,1.99
30083,3,11.4,3.0,1.0,1960.0,1.3
30084,3,11.4,3.0,3.0,2013.0,1.16
30085,2,11.4,2.0,1.0,1950.0,0.7775
30086,2,11.4,2.0,1.0,1920.0,1.75
30088,3,13.8,3.0,2.0,1950.0,1.2
30089,2,13.8,2.0,2.0,2013.0,0.85
30094,3,13.8,3.0,1.0,1960.0,1.24
30097,3,13.8,3.0,1.0,1950.0,1.43
30098,4,35.2,4.0,2.0,2007.0,0.8
30099,3,13.4,3.0,2.0,1999.0,1.05
30101,3,13.4,3.0,2.0,1968.0,1.03
30102,4,13.4,4.0,2.0,2002.0,1.25
30107,3,25.0,3.0,1.0,1960.0,0.735
30133,4,10.3,4.0,3.0,1950.0,2.1
30134,3,14.0,3.0,1.0,1960.0,0.5
30138,3,5.2,3.0,1.0,1890.0,1.025
30143,3,5.2,3.0,1.0,1940.0,1.25
30145,2,4.0,2.0,1.0,1900.0,1.065
30147,2,4.0,2.0,1.0,1920.0,1.045
30148,4,5.2,4.0,2.0,1910.0,1.816
30156,3,12.1,3.0,1.0,1970.0,0.755
30157,4,12.1,4.0,2.0,1970.0,0.77
30160,3,12.1,3.0,2.0,2010.0,0.606
30164,4,10.4,4.0,2.0,1930.0,1.5
30171,5,7.7,5.0,3.0,1920.0,1.66
30172,3,7.7,3.0,1.0,1900.0,1.3
30176,3,7.7,3.0,1.0,1940.0,1.625
30194,4,8.7,4.0,3.0,1940.0,2.04
30195,3,8.7,3.0,2.0,1940.0,1.352
30198,3,27.0,3.0,2.0,1980.0,0.911
30200,3,27.0,3.0,1.0,1970.0,0.7455
30201,4,27.0,4.0,1.0,1960.0,0.686
30202,3,17.9,3.0,2.0,1967.0,1.8
30204,3,17.9,3.0,2.0,2013.0,1.1555
30209,4,17.9,4.0,2.0,1964.0,1.15
30210,3,17.9,3.0,1.0,1950.0,0.89
30211,4,17.9,4.0,2.0,1950.0,1.715
30216,4,3.6,4.0,2.0,1880.0,1.6
30223,3,6.7,3.0,2.0,1920.0,1.27
30225,3,6.7,3.0,1.0,1920.0,1.05
30226,4,6.7,4.0,2.0,1910.0,0.9
30231,2,2.0,2.0,1.0,1900.0,1.126
30236,4,20.6,4.0,2.0,2010.0,0.556
30237,4,20.6,4.0,2.0,2007.0,0.634
30238,4,20.6,4.0,1.0,1980.0,0.515
30239,3,20.6,3.0,2.0,1990.0,0.61
30246,4,20.6,4.0,2.0,2016.0,0.5651
30248,3,20.6,3.0,2.0,2012.0,0.516
30252,3,23.0,3.0,2.0,1978.0,0.85
30256,3,23.0,3.0,1.0,1950.0,0.915
30265,4,24.7,4.0,2.0,1980.0,0.76
30266,2,24.7,2.0,1.0,1975.0,0.315
30269,3,18.0,3.0,2.0,1988.0,0.6
30271,2,21.8,2.0,1.0,2003.0,0.598
30283,3,16.1,3.0,2.0,1980.0,1.201
30285,4,16.1,4.0,2.0,1960.0,0.802
30287,4,16.1,4.0,2.0,1970.0,1.105
30288,3,25.9,3.0,2.0,2010.0,0.51
30291,3,28.8,3.0,1.0,1950.0,0.555
30293,3,8.9,3.0,2.0,1999.0,1.035
30302,3,7.2,2.0,1.0,1915.0,1.459
30319,3,19.6,3.0,1.0,2000.0,0.5695
30323,3,19.6,3.0,1.0,1970.0,0.619
30324,4,19.6,4.0,2.0,2016.0,0.585
30327,3,19.6,3.0,1.0,1990.0,0.552
30343,3,13.1,3.0,1.0,2008.0,0.602
30346,4,24.8,4.0,2.0,1977.0,0.88
30352,3,3.6,3.0,2.0,1880.0,1.86
30355,4,3.6,4.0,2.0,1900.0,1.65
30356,2,3.6,2.0,1.0,1880.0,1.36
30361,3,3.4,3.0,1.0,1910.0,1.3
30367,4,5.1,4.0,1.0,1900.0,1.225
30369,3,15.4,3.0,2.0,1960.0,1.2
30370,3,38.0,3.0,1.0,1970.0,0.55
30373,3,38.0,3.0,2.0,1967.0,0.642
30374,3,38.0,3.0,1.0,1970.0,0.599
30377,4,38.0,4.0,2.0,1966.0,0.585
30378,4,38.0,4.0,3.0,2000.0,0.795
30379,3,36.9,3.0,1.0,1960.0,0.5
30387,3,12.9,3.0,1.0,1975.0,0.7215
30397,5,16.7,5.0,1.0,1978.0,1.13
30404,5,11.2,5.0,3.0,1990.0,0.81
30409,3,11.2,3.0,1.0,1950.0,0.685
30415,4,11.2,4.0,2.0,1950.0,0.685
30421,4,16.1,4.0,1.0,1960.0,0.92
30422,4,20.4,4.0,5.0,2015.0,0.88
30424,4,20.4,4.0,2.0,1999.0,0.685
30425,5,20.4,5.0,2.0,1990.0,0.945
30426,2,11.2,2.0,1.0,1950.0,0.61
30427,3,32.3,3.0,1.0,1990.0,0.635
30430,4,13.8,4.0,2.0,1920.0,2.16
30434,4,13.8,4.0,2.0,2017.0,1.415
30436,5,13.8,5.0,3.0,1996.0,1.7
30439,4,13.8,4.0,3.0,2016.0,1.07
30440,3,13.8,3.0,2.0,2016.0,1.175
30441,3,13.8,3.0,1.0,1950.0,1.347
30447,3,5.3,3.0,2.0,1890.0,1.66
30464,3,16.0,3.0,2.0,2016.0,1.33
30472,3,18.0,3.0,2.0,1992.0,0.61
